Olly Williams,The Black Hole (2008)
Matthew (I) O'Callaghan,Curious George (2006),I Tawt I Taw a Puddy Tat (2011),Open Season 2 (2008)
José Manuel Cravioto,Reversal (2015/I)
Adam Schlachter,The Oakley Seven (2006)
Giga Baindurashvili,Paradox (2013)
Rajiv Patil,72 Miles - Ek Pravas (2013)
Manfred Wong,Li xiao long (2010)
Mehmet Ada Öztekin,Mahmut ile Meryem (2013)
Kazuya Shiraishi,Kyôaku (2013)
Amardeep Kaleka,Sirius (2013/I)
Jaime Marques,Ladrones (2007)
Kathi Carey,Dead Drop (2014/I),Worth (2008)
Bob (VI) O'Brien,The Panel (2003)
Chris (II) Buck,Frozen (2013/I),Frozen Fever (2015),Surf's Up (2007)
Rajkumar Santoshi,Ajab Prem Ki Ghazab Kahani (2009),Family: Ties of Blood (2006),Halla Bol (2008),Khakee (2004),Lajja (2001),Phata Poster Nikhla Hero (2013),The Legend of Bhagat Singh (2002)
Leszek Wosiewicz,Rozdroze Cafe (2005)
Duncan Wellaway,Always Crashing in the Same Car (2007),Letters of Service (2004)
Se-Hwan Cheon,Yeonae-sulsa (2005)
Kim Young Kyoon,Maelineun oebagjung (2010)
Adrian Picardi,Left 4 Dead (2011)
K. Madhu,Chathurangam (2002),Nadiya Kollappetta Rathri (2007),Nerariyan CBI (2005),Sethurama Iyer CBI (2004)
Pedro Pablo Ibarra,A la mala (2015),El cielo en tu mirada (2012),Pulling Strings (2013)
Toshimasa Suzuki,Mahoromatic (2001),Shaman Kingu (2001)
Rodrigo (I) Areias,Estrada de Palha (2012)
Géraldine Nakache,Nous York (2012),Tout ce qui brille (2010)
Tom Ludlam,Rule Number Three (2011)
Bjørn Godøy,Alt for Norge (2005)
Anthony (I) Pierce,Terrible Angels (2012),The Speak (2011)
Christian Clavier,On ne choisit pas sa famille (2011)
Macario De Souza,Bra Boys (2007)
Jason Toler,Half Moon (2010/I)
Jeremy M. Read,Fallen (2007)
Danny Ledonne,Playing Columbine (2008)
Leticia Jorge,Tanta agua (2013)
Joseph Merhi,Game of Life (2007/II)
Alice (I) Wu,Saving Face (2004)
Shôgo Kawamoto,Purinsesu Chuchu (2002)
Wolfgang Büld,Lovesick: Sick Love (2004),Penetration Angst (2003),Twisted Sisters (2006)
Ariel Vromen,Danika (2006),Rx (2005),The Iceman (2012)
Jim (I) Wang,Bao mi qia qia (2012)
Aida Begic,Djeca (2012),Do Not Forget Me Istanbul (2011),Snijeg (2008)
Goran Odvorcic,Zagrebacke price (2009)
Jesus Godoy,The Young Turks (2005)
Philippe Pollet-Villard,Le Mozart des pickpockets (2006)
Jeff (I) London,Arizona Sky (2008),The Last Year (2002)
Hyun-seung Lee,Poo-reun so-geum (2011)
Rob Gehring,Truth in 24 II: Every Second Counts (2012)
Jarret Tarnol,April Apocalypse (2013),Barrio Tales (2012),See You in Valhalla (2015)
James (VI) Sharpe,Halfway to Heaven (2009)
Michael (I) Clancy,Eulogy (2004)
Jon Salmon,Dude Bro Party Massacre III (2015)
Doze Niu,Ai (2012/I),Báng-kah (2010),Jun zhong le yuan (2014),Qing fei de yi zhi sheng cun zhi dao (2007)
Blanca Li,Le défi (2002)
David (VII) Murphy,Border Lost (2008),No Bad Days (2008),Not Another Not Another Movie (2011)
Dax Shepard,Brother's Justice (2010),Hit and Run (2012)
Mark A. Russell,America 101 (2005)
Sang-chan Kim,Bokmyeon dalho (2007)
Tommy O'Haver,An American Crime (2007),Ella Enchanted (2004),Get Over It (2001)
Selale Baskici,O Hayat Benim (2014)
Jean-François Rivard,Les invincibles (2005)
Christopher (I) Guest,A Mighty Wind (2003),For Your Consideration (2006)
Rakesh Ranjan Kumar,Gandhi to Hitler (2011)
Robert (I) Moresco,10th & Wolf (2006),One Eyed King (2001)
Edward (I) Berger,Frau2 sucht HappyEnd (2001),Jack (2014/I),Deutschland 83 (2015)
Greg Yaitanes,Plan B (2001/I),Banshee Origins (2013)
Ben Demaree,Apocalypse Pompeii (2014),Hansel vs. Gretel (2015)
Marco (I) Ponti,A/R: Andata+ritorno (2004),Passione sinistra (2013),Santa Maradona (2001)
Terry (I) George,Hotel Rwanda (2004),Reservation Road (2007),The Shore (2011),Whole Lotta Sole (2011)
Eduardo Arias-Nath,Elipsis (2006)
Hiro Kaburaki,N.H.K ni yôkoso! (2006)
Thom Lu,Back to the Sea (2012)
Hyung-gon Lee,Gumiho gajok (2006)
Faiza Ahmad Khan,Supermen of Malegaon (2008)
Viktor Taus,Clownwise (2013),Snezenky a machri po 25 letech (2008)
Rogério Gomes,Xuxa e os Duendes (2001),Xuxa e os Duendes 2 - No Caminho das Fadas (2002),A Teia (2014)
Michael Almereyda,Cymbeline (2014),Experimenter (2015),Happy Here and Now (2002),This So-Called Disaster: Sam Shepard Directs the Late Henry Moss (2003),William Eggleston in the Real World (2005)
David (III) Ray,Fetching Cody (2005),I Am Evel Knievel (2014)
Nikos Zervos,Show Bitch (2010)
Yorgos Noussias,To kako (2005),To kako - Stin epohi ton iroon (2009)
Eric Amadio,After Sex (2007),Stuntmen (2009)
István (I) Szabó,Being Julia (2004),Rokonok (2006),Taking Sides (2001),Ten Minutes Older: The Cello (2002),The Door (2012/I)
John (I) Shepphird,I Saw Mommy Kissing Santa Claus (2002)
James Seale,Juncture (2007),Scorcher (2002/I),Throttle (2005)
Jim (I) Haggerty,Witchmaster General (2009)
Martin Ledang,Once Upon a Time in Norway (2007)
Scott (I) Frank,A Walk Among the Tombstones (2014),The Lookout (2007)
Karin (II) Hayes,We're Not Broke (2012)
Masaki Adachi,Zoo (2005)
Apurva Asrani,Out of Control (2003)
Scott (I) Heming,Race (2007)
Noémie Saglio,Toute première fois (2015)
Toshiki Satô,Yume nara samete (2002)
Lucile Hadzihalilovic,Innocence (2004/II)
Suparn Verma,Aatma (2013),Acid Factory (2009),Ek Khiladi Ek Haseena (2005)
Jon (I) Eckersley,Mile High (2003)
Hart Bochner,Just Add Water (2008/I)
Rohit (I) Shetty,All the Best: Fun Begins (2009),Bol Bachchan (2012),Chennai Express (2013),Golmaal 3 (2010),Golmaal Returns (2008),Golmaal: Fun Unlimited (2006),Singham (2011),Singham Returns (2014),Sunday (2008/I),Zameen (2003)
Kleber Mendonça Filho,Eletrodoméstica (2005),O Som ao Redor (2012),Recife Frio (2009),Vinil Verde (2004)
Zack Bernbaum,And Now a Word from Our Sponsor (2013)
Mohsen Ahmed,Abo el arabi wasal (2005)
Christopher Nielsen,Slipp Jimmy fri (2006)
Gabriele Albanesi,Il bosco fuori (2006),Ubaldo Terzani Horror Show (2010)
Roger (II) Delattre,Le missionnaire (2009)
Mark Stirton,One Day Removals (2008)
Chris (III) Bell,Bigger Stronger Faster* (2008)
John Krokidas,Kill Your Darlings (2013),Slo-Mo (2001)
Todd (I) Holland,Firehouse Dog (2007)
Greg Whiteley,Mitt (2014),New York Doll (2005),Resolved (2007)
Roy Knyrim,Cemetery Gates (2006),Night Skies (2007)
Nir Paniry,Extracted (2012)
Sastry Ajay,Nenu Meeku Telusa...? (2008)
Pascal Elbé,Tête de turc (2010)
Selim Evci,Iki Çizgi (2008),Rüzgarlar (2013)
Tetsuo Shinohara,Fîmeiru (2005),Jam Films (2002),Manatsu no Orion (2009),Metro ni notte (2006),Shinkokyû no hitsuyô (2004),Shôwa kayô daizenshû (2003),Tengoku no honya - koibi (2004)
Felix Randau,Die Anruferin (2007)
Bin (II) Yuan,Xiao ao jiang hu (2001)
Emmanuel Mouret,Caprice (2015/II),Changement d'adresse (2006),Fais-moi plaisir! (2009),L'art d'aimer (2011),Un baiser s'il vous plaît (2007),Une autre vie (2013),Vénus et Fleur (2004)
Benny (I) Fine,Kids React (2010),Teens React (2011)
Kurt St. Thomas,Jon Good's Wife (2001)
Josh Kornbluth,Haiku Tunnel (2001)
Dave (II) Moody,Season of Miracles (2013)
Eddie O'Flaherty,Fighting Tommy Riley (2004),The Neighbor (2007/I)
Carlos Pérez-Reche,Puzzled Love (2010)
Seong-wook (I) Kim,Motmalinun Gyerhon (2007)
Saara Cantell,Ainoat oikeat (2013),Kohtaamisia (2009),Tähtitaivas talon yllä (2012),Unna ja Nuuk (2006)
Daniel (I) Espinosa,Babylonsjukan (2004),Child 44 (2015),Safe House (2012),Snabba cash (2010),Uden for kærligheden (2007)
Byeong-woo Kim,Deu tae-ro ra-i-beu (2013)
Bob Smeaton,Festival Express (2003)
Maria (II) Lindberg,Muumi ja punainen pyrstötähti (2010),Muumi ja vaarallinen juhannus (2008)
Aozaru Shiao,A ma de meng zhong qing ren (2013)
Jeong-kwon Kim,Ba:Bo (2008),Hwaseongeuro gan sanai (2003),Keu Namjaui Chak 198Jjeuk (2008)
Frank Keraudren,The Dog (2013)
Aris (I) Bafaloukas,Apnoia (2010)
Prashant Bhargava,Patang (2011),Sangam (2004)
Joel Conroy,Waveriders (2008)
Menhaj Huda,Comedown (2012),Everywhere and Nowhere (2011),Kidulthood (2006)
Hiro Yamagata,Genius Party (2007)
T.R. Silambarasan,Vallavan (2006)
Ronny Yu,Freddy vs. Jason (2003),Huo yuanjia (2006),The 51st State (2001),Yang jia jiang (2013)
Manish (III) Sharma,Jawani Diwani: A Youthful Joyride (2006),Muskaan (2004)
John Lee Hancock,Saving Mr. Banks (2013),The Alamo (2004),The Blind Side (2009),The Rookie (2002)
Rachael Lucas,Bondi Tsunami (2004)
Robert Barry Ptolemy,Transcendent Man (2009)
Lisa Cottrell-Bentley,Life in a Day (2011)
Rob Margolies,She Wants Me (2012)
Joshua E. Kessler,Smash Lab (2007)
Paul (II) Emmanuel,The Maid (2014)
Steve Sessions,Dead Clowns (2004)
Ganapathy Bharat,Hari Om (2004),Maryan (2013)
R. Michael Givens,Opposite Day (2009)
Kris Swanberg,Unexpected (2015)
Yorihisa Koyata,Kurage hime (2010)
Tommy Reid,7-10 Split (2007),Screwball: The Ted Whitfield Story (2010)
Lincoln Ruchti,Chasing Ghosts: Beyond the Arcade (2007)
Patrick (IV) Daniels,Charlie Victor Romeo (2013)
Jonas Wolcher,Die Zombiejäger (2005)
Rubaiyat Hossain,Meherjaan (2011)
Matt (I) Manfredi,Bug (2002)
Rowdy Stovall,Mexican Sunrise (2007)
Vincent Zhou,Last Flight (2014)
J. Neil Schulman,Alongside Night (2014),Lady Magdalene's (2008)
Dom (II) Hall,The Team (2015)
David E. Talbert,Baggage Claim (2013),First Sunday (2008)
Peter Sohn,Partly Cloudy (2009)
Chris Metzler,Everyday Sunshine: The Story of Fishbone (2010),Plagues and Pleasures on the Salton Sea (2004)
Gustavo Moheno,Hasta el viento tiene miedo (2007)
Achim Bornhak,Das wilde Leben (2007)
Addison Cresswell,Lee Evans: Monsters (2014)
Ruggero Deodato,The Profane Exhibit (2013)
Bijukumar Damodaran,Veettilekkulla Vazhi (2011)
Keanu Reeves,Man of Tai Chi (2013)
Carlos Sedes,El club de los incomprendidos (2014)
Charles B. Unger,Come Together (2008)
Doveed Linder,Strawberry Spring (2001)
Declan Recks,Eden (2008)
Lane Shefter Bishop,Los jornaleros (2003)
Csaba Bollók,Iszka utazása (2007)
Christopher M. Bessette,Trade of Innocents (2012)
Frankie (I) Chung,Bao hu lu de mi mi (2007)
Karl Johan Larsson,Festival (2001)
Sean Rankine,Making the Band 3 (2005)
Pierre Schoeller,L'exercice de l'État (2011),Versailles (2008)
Victor Levin,5 to 7 (2014)
Shahriyar (I) Latifzadeh,Kärlek 3000 (2008)
Kenneth (III) Taylor,Schellebelle 1919 (2011)
Paolo Sorrentino,Il divo: La spettacolare vita di Giulio Andreotti (2008),L'amico di famiglia (2006),L'uomo in più (2001),La grande bellezza (2013),Le conseguenze dell'amore (2004),This Must Be the Place (2011),Youth (2015/I)
Bryan Coyne,Infernal (2015)
Manish (I) Shrivastava,Go (2007)
Tricia (I) Lee,Silent Retreat (2013)
Brent Nowak,Harvest Moon (2007)
Joel (I) Souza,Hanna's Gold (2010)
Jason Bushman,Serene Hunter (2007)
James E. Tooley,Starring Adam West (2013)
Kriv Stenders,Boxing Day (2007),Kill Me Three Times (2014),Lucky Country (2009),Red Dog (2011),The Illustrated Family Doctor (2005)
James (VI) Griffiths,Cuban Fury (2014)
Stefan Scaini,Wild Card (2003)
Julien Magnat,Bloody Mallory (2002),Faces in the Crowd (2011)
Amir Ghavidel,Rokhsareh (2002)
Micky Dolenz,Malpractice (2001)
Tara Anaïse,Dark Mountain (2013)
Sandhya Mohan,Kilukkam Kilukilukkam (2006),Mr. Marumakan (2012)
Ryan (II) Todd,Sensored (2009),Smosh's If It Were Real Saga (2013)
Ken Tipton,Heart of the Beholder (2005)
Lilit Movsisyan,Life in a Day (2011)
Gorman Bechard,Color Me Obsessed: A Film About The Replacements (2011),You Are Alone (2005)
Thierry de Peretti,Les Apaches (2013)
Jean Rollin,La fiancée de Dracula (2002)
Tom Shankland,The Children (2008),w Delta z (2007)
David (I) Kew,Twenty8k (2012)
Branden Chambers,Cheech & Chong's Animated Movie (2013)
Steven Sheil,Dead Mine (2012),Mum & Dad (2008)
Mark Monheim,About a Girl (2014)
Raymond Jafelice,The Little Bear Movie (2001),Martin the Warrior: A Tale of Redwall (2001)
Jill Culton,Open Season (2006)
Pawel Chochlew,Tajemnica Westerplatte (2013)
Thierry Boscheron,Plus belle la vie (2004)
Pedro Morelli,Entre Nós (2013)
Jerry LaMothe,Blackout (2007/III),Nora's Hair Salon (2004)
Christopher (VIII) Smith,Black Death (2010),Creep (2004/I),Get Santa (2014),Severance (2006),Triangle (2009)
Marcin Ziebinski,Dublerzy (2006)
Valdís Óskarsdóttir,Kóngavegur (2010),Sveitabrúðkaup (2008)
Trudie Styler,The Sweatbox (2002)
Gary (VII) King,Dismal (2009)
Simon (III) Foster,50 Kisses (2014)
Maggie (I) Carey,The To Do List (2013)
Jim Kohlberg,The Music Never Stopped (2011)
Mark Jarrett,The Taiwan Oyster (2012)
Sujeeth ,Run Raja Run (2014)
Amin Dora,Ghadi (2013)
Scandar Copti,Ajami (2009)
María Cecilia López,¿De quién es el portaligas? (2007)
Federico Rivia,Twisted Path (2010)
John T. Kretchmer,Bad Girls from Valley High (2005)
Jason (I) Nash,Jason Nash Is Married (2014)
William (IV) Holmes,Stump the Band (2006)
Petra Costner,Starting Over (2003)
Zackary Adler,Familiar Strangers (2008),I'm Reed Fish (2006)
Silvio Caiozzi,Cachimba (2004)
Gun Ho (II) Jang,Heavenly Sword (2014)
Darren Flaxstone,Buffering (2011),Dark Vision (2015),Release (2010/I)
Juraj Jakubisko,Bathory (2008),Post coitum (2004)
László (II) Nemes,Saul fia (2015)
Jane Weinstock,Easy (2003),The Moment (2013/I)
Travis Campbell,Mr. Bricks: A Heavy Metal Murder Musical (2011)
Kurt Ockermueller,Echte Wiener - Die Sackbauer-Saga (2008)
Chong Yun-Su,Du yeoja (2010)
Winfried Oelsner,Projekt Gold - Eine deutsche Handball-WM (2007)
Jeff Campagna,Six Reasons Why (2008)
Vasily Serikov,22 minuty (2014)
Claude Berri,Trésor (2009),Une femme de ménage (2002)
Beom-gu Cho,Ddukbang (2006),Kwik (2011),Sin-ui Hansu (2014)
Wellson Chin,The Era of Vampires (2003)
Lijo Jose Pellissery,Amen (2013/I),City of God (2011),Nayakan (2010)
Chuck Sheetz,Recess: School's Out (2001)
David (I) Morrissey,Don't Worry About Me (2009)
Jovan B. Todorovic,The Belgrade Phantom (2009)
C. Michael Close,Death 4 Told (2004)
Tanit Jitnukul,Bang Rajan 2 (2010),Hak yae (2006),Khon len khong (2004)
Federico Bondi,Mar nero (2008)
Igor Ivanov Izi,Prevrteno (2007),The Piano Room (2013)
Jason (I) Ruscio,Laura Smiles (2006)
Eliseo Subiela,El lado oscuro del corazón 2 (2001),El resultado del amor (2007),Lifting de corazón (2005),No mires para abajo (2008)
Hamid Jebeli,Khab-e sefid (2003)
Dave (I) Thomas,Intern Academy (2004),The Wrong Coast (2004)
Shinobu Yaguchi,Happy Flight (2008),Robo Jî (2012),Suwingu gâruzu (2004),Waterboys (2001)
Michel (I) Leray,Bloody Christmas (2003)
Douglas Conner,The Horror Network Vol. 1 (2013)
Kon Ichikawa,Inugami-ke no ichizoku (2006),Yume jû-ya (2006)
Mark Marchillo,The Horror Vault (2008)
Carl Åstrand,Kenny Begins (2009)
David (I) Leitch,John Wick (2014)
Yasuhiro Takemoto,Suzumiya Haruhi no shôshitsu (2010),Full Metal Panic? Fumoffu (2003)
Tom (XIV) Williams,Last Weekend (2014)
Rohit Jugraj,James (2005),Jatt James Bond (2014),Sardaar Ji (2015),Superstar (2008)
Aleksandr (I) Vartanov,Dubrovskiy (2014)
Hiroshi (I) Kimura,Kimi ga nozomu eien (2003),Shaman Kingu (2001)
Takashi Yamazaki,Always san chôme no yûhi '64 (2012),Always san-chôme no yûhi (2005),Ballad: Na mo naki koi no uta (2009),Eien no 0 (2013),Friends: Mononokeshima no Naki (2011),Kiseijuu (2014),Kiseijuu: Kanketsuhen (2015),Ritânâ (2002),Space Battleship Yamato (2010),Stand by Me Doraemon (2014),Tsuneni: zoku san-chôme no yûhi (2007),Heat Guy J (2002)
Benjamin Tucek,Devcátko (2002)
Ben Peyser,Ghost Team One (2013)
Brooks Benjamin,Point of Fear (2006)
David Jarab,Vaterland - Lovecký deník (2004)
Masato Sato,Accel World (2012)
Yu-Hsien Lin,Fan gun ba! A Xin (2011),Liu hao chu kou (2006)
Zack (I) Keller,Dick Figures: The Movie (2013)
Carles Bosch,Balseros (2002)
Adam Hamdy,Pulp (2013)
Noboru Iguchi,Deddo sushi (2012),Denjin Zabôgâ (2011),Kataude mashin gâru (2008),Oira sukeban (2006),Robo-geisha (2009),Sentô shôjo: Chi no tekkamen densetsu (2010),The ABCs of Death (2012),Tomie: Anrimiteddo (2011),Zonbi asu (2011)
Meredith (III) Edwards,Imagine I'm Beautiful (2014)
Spike Jonze,Adaptation. (2002),Don't Play No Game That I Can't Win (2011),Her (2013),I'm Here (2010),Mourir auprès de toi (2011),Pretty Sweet (2012),Scenes from the Suburbs (2011),We Were Once a Fairytale (2009),Where the Wild Things Are (2009)
Francis Whately,David Bowie: Five Years (2013)
Iku Suzuki,Shingetsutan tsukihime (2003)
Tsutomu Mizushima,Gekijôban XXXHolic Manatsu no yoru no yume (2005),Kureyon Shin-chan: Arashi wo yobu - Mouretsu! Otona teikoku no gyakushuu (2001),Bokusatsu tenshi Dokuro-chan (2005),Genshiken (2004),Girls und Panzer (2012),Shinryaku! Ika Musume (2010)
Rachel Maryam,Rectoverso (2013)
Guido Santi,Chris & Don. A Love Story (2007),Monk with a Camera (2014)
Shûsuke Kaneko,Azumi 2: Death or Love (2005),Desu nôto (2006),Desu nôto: The last name (2006)
Craig (I) Lucas,Birds of America (2008),The Dying Gaul (2005/I)
Cao Guimarães,O Homem das Multidões (2013),O Homem das Multidões (2013)
Horatiu Malaele,Nunta muta (2008)
John (I) Slattery,God's Pocket (2014)
Oli Santoro,The Other Side (2012/IV)
Carl (I) Franklin,High Crimes (2002),Out of Time (2003/I)
Ingvil Giske,Alt for Norge (2005)
Hazuki Mizumoto,Sunabôzu (2004)
Andreas Dalsgaard,The Human Scale (2012)
Andrea Dorfman,Love That Boy (2003)
Prasad (IX) ,Kasautii Zindagii Kay (2001)
Lu (II) Zhang,Dooman River (2010),Hyazgar (2007)
Tony Laine,Pihalla (2009)
Kazuo Nogami,Dennô koiru (2007),Kyôgoku Natsuhiko kôsetsu hyakumonogatari (2003)
Yekaterina Telegina,Yolki 3 (2013)
K.S. Thurai,Ilampuyal (2009),Uyirvarai Iniththaai (2014)
Jemaine Clement,What We Do in the Shadows (2014)
Griffin Hammond,Sriracha (2013)
Szymon Jakubowski,Jak zyc? (2008)
Yannis Smaragdis,El Greco (2007),O Theos agapaei to haviari (2012)
Miel Van Hoogenbemt,Man zkt vrouw (2007)
Alessandro Piva,Mio cognato (2003)
Dominic Lees,Outlanders (2007)
Ulrik Imtiaz Rolfsen,Den siste revejakta (2008),Izzat (2005),Varg Veum - Bitre blomster (2007)
Mikko Kuparinen,Rakkauden rasvaprosentti (2012)
Gary (III) Cook,Emma Smith: My Story (2008),Joseph Smith: Prophet of the Restoration (2005)
Tony (I) Piccirillo,The 24th Day (2004)
Zoran Petrovski,Revolution Z (2012)
Mark (II) Jay,Dolphins (2007)
Neal Miller,Raising Flagg (2006)
Andreas Koefoed,Ballroom Dancer (2011)
Michael (I) Whaley,Fair Game (2005)
Adam Gierasch,Autopsy (2008),Fertile Ground (2011),Fractured (2013),Night of the Demons (2009)
Dietrich Johnston,Blood Shot (2013)
Chengpeng Dong,Jian Bing Man (2015)
Nicholas Triandafyllidis,Screamin' Jay Hawkins: I Put a Spell on Me (2001)
Felix O. Adlon,Mahler auf der Couch (2010)
Charles Shyer,Alfie (2004),The Affair of the Necklace (2001)
Matthew Sconce,Stricken (2010)
Frank (I) Nunez,Uncharted (2009)
Noah Baumbach,Frances Ha (2012),Greenberg (2010),Margot at the Wedding (2007),Mistress America (2015),The Squid and the Whale (2005),While We're Young (2014)
Ang Lee,Brokeback Mountain (2005),Chosen (2001),Hulk (2003),Life of Pi (2012),Taking Woodstock (2009)
James Leffler,Forev (2013)
Toma Enache,I'm Not Famous But I'm Aromanian (2013)
Tim (I) Allen,Crazy on the Outside (2010)
Mia Engberg,Belleville Baby (2013)
James Abadi,The Story of F*** (2010)
Chance Shirley,Hide and Creep (2004),Interplanetary (2008)
George (II) Miller,Happy Feet (2006),Happy Feet Two (2011),Mad Max: Fury Road (2015)
Matthew (VI) Miller,Surviving Crooked Lake (2008)
Sergey Bodrov Jr.,Syostry (2001)
Nicholas (II) Brandt,Bad Behavior (2013)
Scott Lew,Bickford Shmeckler's Cool Ideas (2006)
Adrian Mead,Night People (2005)
Vera Fogwill,Las mantenidas sin sueños (2005)
João Correa,O Cônsul de Bordéus (2011)
Chris (I) Rock,Head of State (2003),I Think I Love My Wife (2007),Top Five (2014)
James W. Griffiths,Room 8 (2013)
Rosanna Arquette,Searching for Debra Winger (2002)
Sufyan Omeish,Occupation 101 (2006)
David (I) Winning,Mutant World (2014),Swamp Devil (2008),The Town That Came A-Courtin' (2014),Max and Shred (2014)
Joe C. Maxwell,Nursie (2004)
Douglas Rath,Shock Value (2014)
Tuukka Tiensuu,The Dudesons Movie (2006)
Anindya Pulak Banerjee,Chaplin (2011)
Garth (I) Bardsley,Latch Key (2005)
Gábor Koltay,Sacra Corona (2001)
Josh (I) Reed,Primal (2010)
David Sabal,Death by VHS (2013)
Caner Erzincan,Mar (2012)
Yoshiaki Kawajiri,Program (2003),The Animatrix (2003)
Alberto Fuguet,Música campesina (2011),Se arrienda (2005),Velódromo (2010)
Chris Terrio,Heights (2005)
Teddy (I) Mattera,Max and Mona (2004)
Corbin Bernsen,25 Hill (2011),3 Day Test (2012),Carpool Guy (2005),Christian Mingle (2014),Dead Air (2009/I),Rust (2010/I)
George Bloomfield,Wild Card (2003)
Juan Gerard,Dreaming of Julia (2003)
Tran Anh Hung,I Come with the Rain (2009),Noruwei no mori (2010)
