Ray Cooney,Run for Your Wife (2012)
Niels Mueller,The Assassination of Richard Nixon (2004)
Giorgio Diritti,Il vento fa il suo giro (2005),L'uomo che verrà (2009),Un giorno devi andare (2013)
Deepak Sareen,Albela (2001)
Shaun Kosta,The Republic of Two (2013)
Marni Banack,Winter Break (2003)
Robert Kechichian,Aram (2002)
Jay (I) Floyd,Forgiving the Franklins (2006)
Jonathan Abdilla,Change of Heart (2011),Napoleon: Life of an Outlaw (2013)
Scott (X) Walker,The Frozen Ground (2013)
Keishi Ohtomo,Purachina dêta (2013),Rurôni Kenshin: Densetsu no saigo-hen (2014),Rurôni Kenshin: Kyôto taika-hen (2014),Rurôni Kenshin: Meiji kenkaku roman tan (2012)
Kinji Yoshimoto,Kuînzu bureido: Gyokuza o tsugu mono (2009)
Jose Luis Guridi,El Limpiapiscinas (2011)
Joseph F. Lovett,Gay Sex in the 70s (2005)
Kazuyuki Izutsu,Pacchigi! (2004),Ôgon o daite tobe (2012)
Samir (I) ,Snow White (2005)
Felipe Hirsch,Insolação (2009)
Brett Winn,My Date with Drew (2004)
Jamie (I) Payne,The Driver (2014)
Clinton (III) Clark,Big Sur (2013)
Richard Dutcher,Brigham City (2001),Evil Angel (2009),States of Grace (2005)
Mandy Stein,Too Tough to Die: A Tribute to Johnny Ramone (2006),You See Me Laughin' (2002)
Laetitia Masson,La repentie (2002)
Lourenço de Mello,Bairro (2013),O Bairro (2014)
Roko Belic,Happy (2011/I)
Kevin (I) Connor,Domestic Import (2006),Blackbeard (2006),Frankenstein (2004)
Luiso Berdejo,...ya no puede caminar. (2001),La guerra (2005),The New Daughter (2009)
David (I) Baer,Never Date an Actress (2001)
Vicky (I) Jenson,Post Grad (2009),Shark Tale (2004),Shrek (2001)
Maria Sole Tognazzi,L'uomo che ama (2008),Passato prossimo (2003),Viaggio sola (2013)
Atsushi (I) Sanada,Honokaa bôi (2009),Inu no eiga (2005)
JK Youn,1Beonga-ui gijeok (2007),Doosaboo ilchae (2001),Gukjesijang (2014),Haeundae (2009),Nangman jagaek (2003),Saekjeuk shigong (2002)
Obin Olson,Unknown Caller (2014)
Randy Barbato,Becoming Chaz (2011),Inside Deep Throat (2005),Party Monster (2003),The Hidden Führer: Debating the Enigma of Hitler's Sexuality (2004)
Kaige Chen,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007),Dao shi xia shan (2015),He ni zai yi qi (2002),Killing Me Softly (2002),Mei Lanfang (2008),Sou suo (2012),Ten Minutes Older: The Trumpet (2002),Wu ji (2005),Zhao shi gu er (2010)
Andrea Roberti,Friss levegö (2006)
Josh Koury,We Are Wizards (2008)
Roger Nygard,Suckers (2001),The Nature of Existence (2010),Trekkies 2 (2004)
Gerhard Hroß,Beyond Remedy (2009)
Catherine (II) Castel,48 heures par jour (2008),Belle comme la femme d'un autre (2014)
Kevin (I) Heffernan,The Slammin' Salmon (2009)
Matt (II) Walsh,Deadtime Stories 2 (2011)
Kenneth Guertin,Antisocial Behavior (2014)
Pinchas Perry,The Chicago 8 (2011),When Nietzsche Wept (2007)
Çagri Vila Lostuvali,Poyraz Karayel (2015)
Eiji Okuda,Nagai sanpo (2006),Shôjo (2001)
Jon (I) Long,Sacred Planet (2004)
Michael Lee Nirenberg,Back Issues: The Hustler Magazine Story (2014)
Toby Spanton,Curiosity (2009/I)
Geethu Mohandas,Liar's Dice (2014)
Terry Gilliam,The Brothers Grimm (2005),The Imaginarium of Doctor Parnassus (2009),The Legend of Hallowdega (2010),The Wholly Family (2011),The Zero Theorem (2013),Tideland (2005)
Alex Orr,Blood Car (2007)
Timo Vuorensola,Iron Sky (2012)
Masaharu Okuwaki,Aishiteruze baby (2004)
Dong-hyeon Lee,Haneul jeongwon (2003)
Nathan Morlando,Edwin Boyd (2011)
Jack Ersgard,Jordgubbar med riktig mjölk (2001),Rancid (2004)
Jacques Doillon,Carrément à l'Ouest (2001),Le mariage à trois (2010),Le premier venu (2008),Mes séances de lutte (2013),Raja (2003)
Reed Morano,Meadowland (2015)
François (I) Garcia,Universal Groove (2007)
Hideaki Kurakawa,Hanasaku iroha (2011)
Satoshi Kon,Papurika (2006),Sennen joyû (2001),Tokyo Godfathers (2003),Ani*Kuri15 (2007)
Romain Lévy,Radiostars (2012)
Kôji (I) Ozawa,Shingetsutan tsukihime (2003)
John Michael Elfers,Finale (2009/I),Legend (2015/II)
Jo Kastner,Tom Sawyer & Huckleberry Finn (2014)
Leigh (II) Scott,Chrome Angels (2009),Dorothy and the Witches of Oz (2012),Dracula's Curse (2006),Dragon (2006/II),Frankenstein Reborn (2005),King of the Lost World (2005),Pirates of Treasure Island (2006),The 9/11 Commission Report (2006),The Beast of Bray Road (2005),The Hitchhiker (2007),The Penny Dreadful Picture Show (2013)
Olivia M. Lamasan,In My Life (2009),Milan (2004),Starting Over Again (2014),The Mistress (2012/I)
Dylan Reynolds,Nipples & Palm Trees (2012)
Stefan (I) Schaller,Kurnaz - Fünf Jahre Leben (2013)
Jung-bum Park,Musanilgi (2010)
Brad Fraser,Leaving Metropolis (2002)
Roberto Leggio,Il mistero di Lovecraft - Road to L. (2005)
Jakob Lass,Love Steaks (2013)
G. Krishna,Ishq Hai Tumse (2004)
David (I) Soren,Turbo (2013)
Jang Soo Lee,Cheongookeui gyedan (2003)
Mimi Leder,Thick as Thieves (2009/I)
Barbara Gräftner,Echte Wiener 2 - Die Deppat'n und die Gspritzt'n (2010)
Justin Schwarz,The Discoverers (2012)
Chris (I) Noonan,Miss Potter (2006)
Diego Lerman,La mirada invisible (2010),Refugiado (2014),Tan de repente (2002)
Glen (II) Berry,Kung Fu Joe (2009)
Jeremiah S. Chechik,The Right Kind of Wrong (2013),Jonas (2009)
Kei Fujiwara,Ido (2005)
Jeetu Arora,MSG: The Messenger (2015)
Froukje Tan,Links (2008)
Brian (III) Weaver,The Super (2010)
Zhong (I) Yu,Wo de xiong di jie mei (2001),Xiong mao hui jia lu (2009)
Marco (II) Filiberti,Il compleanno (2009),Poco più di un anno fa (2003)
Alex (I) Gregory,A Good Old Fashioned Orgy (2011)
Mitra Farahani,Tabous - Zohre & Manouchehr (2004)
Jan (I) Matthys,De smaak van De Keyser (2008)
Alan Deakins,1001 Inventions and the Library of Secrets (2010)
Shona Auerbach,Dear Frankie (2004)
Brian M. Cassidy,Francine (2012)
Stephen Cone,The Wise Kids (2011)
Maggie Peren,Die Farbe des Ozeans (2011),Stellungswechsel (2007)
Yoshitaka (I) Fujimoto,I My Me! Strawberry Eggs (2001)
Takaomi Kanasaki,Kore wa zonbi desu ka? (2011),Tokyo Ravens (2013)
Kamal (I) Ahmed,Brutal (2012/II),God Has a Rap Sheet (2003),Laugh Killer Laugh (2015),Rapturious (2007)
Bobby Farrelly,Dumb and Dumber To (2014),Fever Pitch (2005),Hall Pass (2011),Osmosis Jones (2001),Shallow Hal (2001),Stuck on You (2003),The Heartbreak Kid (2007),The Three Stooges (2012)
Gavin (I) O'Connor,Miracle (2004),Pride and Glory (2008),Warrior (2011)
Fabienne Berthaud,Frankie (2005),Pieds nus sur les limaces (2010)
Kim Do Hun,Haereul Poomeun Dal (2012)
Ben (I) Ramsey,Blood and Bone (2009),Love and a Bullet (2002)
Fito Páez,Vidas privadas (2001),¿De quién es el portaligas? (2007)
Mehran Valizadeh,The Chair (2014)
Reha Erdem,Bes Vakit (2006),Hayat Var (2008),Insan nedir ki? (2004),Jîn (2013),Kosmos (2010),Sarki Söyleyen Kadinlar (2013)
Sabine Sebaaly,The Owner (2012)
Gil Kofman,Case Sensitive (2011),The Memory Thief (2007)
Howard Lutt,Around the Horn (2002)
Laurent Achard,Dernière séance (2011),Le dernier des fous (2006)
Alison (IV) Parker,Jake and Jasper: A Ferret Tale (2011)
Randall (I) Wallace,Heaven Is for Real (2014),Secretariat (2010),We Were Soldiers (2002)
Philip (I) Kaufman,Twisted (2004/I)
Jay Roach,Austin Powers in Goldmember (2002),Dinner for Schmucks (2010),Meet the Fockers (2004),The Campaign (2012)
Adam Ethan Crow,The Bob De Niro Fan Club (2014),Warhol (2014)
Aditya (I) Chopra,Rab Ne Bana Di Jodi (2008)
Menelaos Karamaghiolis,J.A.C.E. (2011)
Mara Mourão,Avassaladoras (2002)
Norman Jewison,The Statement (2003)
B. Luciano Barsuglia,Zombie Farm (2007)
Joe Morford,D.C. (2008),Monster (2008/I),Room for Rent (2010),Three Guns and a Shovel (2009)
Anthony (I) Daniel,Spirit in the Woods (2014)
Ellen Perry,Will (2011/I)
Timothy Scott Bogart,Touched (2005/I)
Pavel Koutecký,Obcan Havel (2008)
Ted (I) Braun,Darfur Now (2007)
Yin-jung Chen,17 sui de tian kong (2004),Guo shi wu shuang (2006)
Julian Fellowes,From Time to Time (2009),Separate Lies (2005)
Robert Cibis,Pianomania (2009)
Carlo (II) Milani,América (2005)
Marcos Siega,Chaos Theory (2008),Pretty Persuasion (2005),Underclassman (2005)
Juraj Herz,Habermann (2010),T.M.A. (2009)
Cathy Sharon,Rectoverso (2013)
James Balsamo,I Spill Your Guts (2012)
Iñaki San Román,Zombies & Cigarettes (2009)
Susumu Nishizawa,Hikaru no go (2001)
Annie Griffin,Festival (2005/I)
Nathan Kurosawa,The Ride (2003/I)
Alison (I) Thompson,High Times Potluck (2002)
Chainarong Tampong,Love Julinsee (2011)
Gregory (I) Orr,CLONED: The Recreator Chronicles (2012)
Géla Babluani,13 (2010/I),13 Tzameti (2005),L'héritage (2006)
Johan Timmers,Wonderbroeders (2014)
Rajiv Rai,Asambhav (2004),Pyaar Ishq Aur Mohabbat (2001)
Ghazi Albuliwi,Peace After Marriage (2013)
Nicolas (I) Fogliarini,The Owner (2012)
Andrew (III) Black,Moving McAllister (2007),Orcs! (2011),Pride and Prejudice (2003)
Hadjii ,Somebodies (2006)
Abbas Fahdel,L'aube du monde (2008)
Joel Viertel,Devil's Pond (2003),Strictly Sexual (2008)
Michael (I) Hofmann,Eden (2006),Sophiiiie! (2002)
Janicza Bravo,Gregory Go Boom (2013)
Pravesh Bhardwaj,Mr. Singh/Mrs. Mehta (2010)
Laura (II) Nix,The Yes Men Are Revolting (2014)
Luiz Villaça,Cristina Quer Casar (2003),O Contador de Histórias (2009)
Giancarlo Fiorentini,The Old Man and the Seymour (2009)
Ines Tanovic,Neke druge price (2010)
Aleksi Salmenperä,Lapsia ja aikuisia - Kuinka niitä tehdään? (2004),Miehen työ (2007),Paha perhe (2010)
Walter (I) Hill,Bullet to the Head (2012),Undisputed (2002)
Hilde Van Mieghem,De kus (2004),Dennis van Rita (2006),Smoorverliefd (2010),Smoorverliefd (2013)
Markku Pölönen,Emmauksen tiellä (2001),Koirankynnen leikkaaja (2004),Lieksa! (2007),Ralliraita (2009)
Djamel Bensalah,Beur sur la ville (2011),Big City (2007),Il était une fois dans l'oued (2005),Le raid (2002)
Joe Carnahan,Narc (2002),Smokin' Aces (2006),Stretch (2014),The A-Team (2010),The Grey (2011),Ticker (2002)
Rufus Williams,Butterfly Dreaming (2008)
Matt (XI) Adams,We Cause Scenes (2013)
Jon Schiefer,Algorithm (2014)
John Dunson,Elle: A Modern Cinderella Tale (2010)
Michael (I) McNamara,100 Films and a Funeral (2007)
Won-guk Lim,Nalnari jongbujeon (2008)
Kwon-taek Im,Chihwaseon (2002),Chun nyun hack (2007),Haryu insaeng (2004)
Lisanne Pajot,Indie Game: The Movie (2012)
Fellipe Barbosa,Casa Grande (2014)
Tom (I) Reeve,Diggity: A Home at Last (2001),George and the Dragon (2004),Holy Water (2009)
Jerry (I) Mainardi,The Final Patient (2005)
James (II) Moran,Girl Number 9 (2009)
John Poague,Safehouse (2008/I)
Adrián Biniez,El 5 de talleres (2014),Gigante (2009)
Brian (I) Goodman,What Doesn't Kill You (2008)
Christian (I) Vincent,Les enfants (2005),Les saveurs du Palais (2012),Quatre étoiles (2006)
Taylor Hackford,Love Ranch (2010),Parker (2013),Ray (2004/I)
Vikraman ,Priyamana Thozhi (2003),Vasantham (2003)
Kôbun Shizuno,Meitantei Conan: Chinmoku no kuôtâ (2011),Meitantei Conan: Ijigen no sunaipâ (2014),Meitantei Conan: Juichi-ninme no Striker (2012),Meitantei Conan: Zekkai no puraibêto ai (2013),Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô den (2008),Sidonia no Kishi (2014)
Di (I) Drew,Hildegarde (2001)
Lisa Marie Gamlem,Bennys gym (2007),Boys Briefs 5 (2008),Kaptein Sabeltann og skatten i Lama Rama (2014)
Daniel Roby,Funkytown (2011),La peau blanche (2004),Louis Cyr (2013)
Pablo José Meza,Buenos Aires 100 kilómetros (2004)
Kate Churchill,Enlighten Up! (2008)
Paul Kampf,Brothers Three: An American Gothic (2007)
Philip Gröning,Die Frau des Polizisten (2013)
Andrew (I) Ainsworth,Straight Man (2013)
Bora Dagtekin,Fack ju Göhte (2013),Türkisch für Anfänger (2012)
James (I) Nunn,Green Street 3: Never Back Down (2013),Tower Block (2012)
Temur Babluani,L'héritage (2006)
Patrick Kong,72 ga cho hak (2010),Bo chi oi nei (2009),Duk ga si oi (2006),Fun chin see oi (2010),Ngor dik zeoi oi (2008),Sup fun oi (2007),Tian sheng ai qing wang (2012)
Goran (I) Radovanovic,Enklava (2015)
Frazer Bradshaw,Everything Strange and New (2009)
Damian Hussey,Man Down (2013)
Carla Camurati,Copacabana (2001),Irma Vap: O Retorno (2006)
Keith (I) Bearden,Meet Monica Velour (2010),The Raftman's Razor (2005)
Keith Truesdell,Jimmy Kimmel Live! (2003)
Neema Barnette,All You've Got (2006),Civil Brand (2002),Woman Thou Art Loosed: On the 7th Day (2012)
Alin Bijan,Bells of Innocence (2003),Ghost of Goodnight Lane (2014)
Ron Sparks,By George (2012)
Ayelet Menahemi,Noodle (2007)
Eric Wareheim,The Terrys (2011),Tim and Eric's Billion Dollar Movie (2012)
Zach (I) Clark,White Reindeer (2013)
Miriam Cañamares,Puzzled Love (2010)
Rachel (I) Ward,Beautiful Kate (2009),Devil's Playground (2014)
Lauri Törhönen,Raja 1918 (2007),Vares - Huhtikuun tytöt (2011),Vares - Pimeyden tango (2012),Vares - Sukkanauhakäärme (2011),Vares - Uhkapelimerkki (2012)
Talat Jani,Jeena Sirf Merre Liye (2002)
Harry Cleven,Trouble (2005)
Keirda Bahruth,Bob and the Monster (2011)
Mark Bedrosian,1915 Armenian Genocide (2010)
Stewart Halpern-Fingerhut,Pageant (2008)
Henrik JP Åkesson,Försvunnen (2011)
Nick Nevern,Terry (2011),The Hooligan Factory (2014)
Paul (I) Levine,Spider's Web (2002)
Gerson Sanginitto,Area Q. (2011),Beyond the Ring (2008),The Morgue (2008),Vestido Pra Casar (2014)
Aristomenis Tsirbas,Terra (2007)
Risa Bramon Garcia,The Con Artist (2010)
Luca Miniero,Benvenuti al nord (2012),Benvenuti al sud (2010),Incantesimo napoletano (2002),La scuola più bella del mondo (2014),Nessun messaggio in segreteria (2005),Questa notte è ancora nostra (2008),Un boss in salotto (2014)
Masato Hijikata,Nazotoki wa dinâ no ato de (2013)
James (I) Tucker,Aunt Rose (2005),Pink Eye (2008)
Taika Waititi,42 One Dream Rush (2009),Boy (2010/I),Eagle vs Shark (2007),Tama tu (2005),What We Do in the Shadows (2014)
Sirus Alvand,Mozahem (2002),Porteghal khooni (2011),Rastegari dar 8:20 (2005),The Second Wife (2007)
Ilo Orleans,Capital Games (2013)
Wendy Tilby,Wild Life (2011)
Adrienne Shelly,Waitress (2007)
Simen Alsvik,Tina & Bettina - The Movie (2012)
Jeff Erbach,The Nature of Nicholas (2002)
Ishai Setton,3 Days of Normal (2012),The Big Bad Swim (2006),The Kitchen (2012)
Muli Segev,Zohi Sdom (2010)
Peter Manus,999-9999 (2002)
Anthony (I) Byrne,How About You... (2007),Short Order (2005)
Kara Kurcz,Girls Behaving Badly (2002)
Paul Francis Sullivan,I'll Believe You (2006)
Ross (III) Clarke,Skid Row (2007)
Herwig Fischer,Alles was zählt (2006)
Zara Hayes,The Battle of the Sexes (2013)
Carsten Myllerup,Midsommer (2003),Oskar & Josefine (2005)
Vinil Matthew,Hasee Toh Phasee (2014)
Fabien Constant,Mademoiselle C (2013)
Lakshman (XIII) ,Romeo Juliet (2015)
Jonathan (I) Millard,Breakout (2010)
Mel (I) Smith,Blackball (2003),High Heels and Low Lifes (2001)
Claudia Llosa,Aloft (2014),La teta asustada (2009),Madeinusa (2006)
Dieudonné ,L'antisémite (2012)
Élie Chouraqui,Celle que j'aime (2009),O Jerusalem (2006)
Ra'up McGee,Automne (2004)
Assaf Harel,M.K. 22 (2004)
Nigina Sayfullaeva,Kak menya zovut (2014)
Mark (II) Penney,The Beautiful Risk (2013),The Right Way (2004)
Adi Narayana,Political Rowdy (2005)
Glauber (I) Filho,As Mães de Chico Xavier (2011),Bezerra de Menezes: O Diário de um Espírito (2008)
Zach Braff,Garden State (2004),Wish I Was Here (2014)
Duncan Tucker,Transamerica (2005)
Gregg Helvey,Kavi (2009)
Joko Anwar,Dead Time: Kala (2007),Janji Joni (2005),Modus Anomali (2012),Pintu terlarang (2009)
Jorge Valdés-Iga,You Can't Kill Stephen King (2012)
Onur Ünlü,Bes Sehir (2010),Celal Tan ve Ailesinin Asiri Acikli Hikayesi (2011),Günesin Oglu (2008),Itirazim Var (2014),Polis (2007),Sen Aydinlatirsin Geceyi (2013),Çocuk (2008),Bes Kardes (2015)
Omar (I) Rodriguez-Lopez,The Sentimental Engine Slayer (2010)
Piyapan Choopetch,H Project (2013),Jom kha mung wej (2005),My Ex (2009)
Sameer (I) Sharma,Luv Shuv Tey Chicken Khurana (2012)
Peter (I) Wellington,Cottage Country (2013),Luck (2003)
Slobodan Maksimovic,Hvala za Sunderland (2012)
Thierry Poiraud,Atomik Circus - Le retour de James Bataille (2004),Goal of the Dead (2014)
Rodman Flender,Conan O'Brien Can't Stop (2011)
Stevie Wermers,How to Hook Up Your Home Theater (2007),The Ballad of Nessie (2011)
Michael (XXXI) Schwartz,That Guy ... Who Was in That Thing 1 (2012)
John Catania,The Lady in Question Is Charles Busch (2005)
Herval Abreu,Machos (2003)
Tobias Lindholm,Kapringen (2012),R (2010),Venice 70: Future Reloaded (2013)
John Eyres,Irish Jam (2006),Ripper (2001)
Angela Schanelec,Deutschland 09 - 13 kurze Filme zur Lage der Nation (2009),Marseille (2004),Mein langsames Leben (2001),Nachmittag (2007),Orly (2010)
Andrew (XII) Jones,The Amityville Asylum (2013),The Last House on Cemetery Lane (2015),The Midnight Horror Show (2014)
Mastan Alibhai Burmawalla,36 China Town (2006),Aitraaz (2004),Ajnabee (2001),Chori Chori Chupke Chupke (2001),Humraaz (2002),Naqaab (2007),Players (2012),Race (2008/I),Race 2 (2013),Taarzan: The Wonder Car (2004)
Andrey Iskanov,The Profane Exhibit (2013)
Hasan Tolga (I) Pulat,Güzel Günler Görecegiz (2012)
Hideki (I) Takeuchi,Nodame Kantâbire: Saishuu-gakushou - Kouhen (2010),Nodame Kantâbire: Saishuu-gakushou - Zenpen (2009),Terumae romae (2012),Terumae romae II (2014),Densha otoko (2005)
Marcelo (I) Ferrari,Sub terra (2003)
Jonathan Sagall,Lipstikka (2011)
Jeremy Podeswa,Fugitive Pieces (2007),Touch (2002)
Jean-Pierre Jeunet,Le fabuleux destin d'Amélie Poulain (2001),Micmacs à tire-larigot (2009),The Young and Prodigious T.S. Spivet (2013),Un long dimanche de fiançailles (2004),Casanova (2015)
Genndy Tartakovsky,Dexter's Laboratory: Chicken Scratch (2002),Hotel Transylvania (2012)
Asli Özge,Hayatboyu (2013)
Teotónio Bernardo,Gato Fedorento: Esmiúça os Sufrágios (2009),Gato Fedorento: Série Barbosa (2005),Gato Fedorento: Série Fonseca (2003),Gato Fedorento: Série Meireles (2004)
Timothy Wayne Folsome,Cutthroat Alley (2003),Jacked (2001)
Vishal (I) Bhardwaj,7 Khoon Maaf (2011),Blood Brothers (2007),Haider (2014),Kaminey (2009),Makdee (2002),Maqbool (2003),Matru ki Bijlee ka Mandola (2013),Omkara (2006),The Blue Umbrella (2005)
Michael (VI) Mayer,A Home at the End of the World (2004),Flicka (2006)
Maxim Korostyshevsky,Soldiers of Fortune (2012)
Kim Bass,Junkyard Dog (2010),Kill Speed (2010)
Friðrik Þór Friðriksson,Fálkar (2002),Mamma Gógó (2010),On Top Down Under (2002),Sólskinsdrengurinn (2009)
Luke Kasdan,Don't Fade Away (2010)
Renuka Jeyapalan,Big Girl (2005)
Owen Alik Shahadah,500 Years Later (2005)
Jane Campion,8 (2008),Bright Star (2009),Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007),In the Cut (2003)
Greg MacGillivray,Coral Reef Adventure (2003),Grand Canyon Adventure: River at Risk (2008),Greece: Secrets of the Past (2006),Hurricane on the Bayou (2006),To the Arctic 3D (2012)
Ronnie (II) Thompson,I Am Soldier (2014),Tower Block (2012)
Anu (II) Menon,London Paris New York (2012)
Jorge Montesi,Outside the Law (2002)
Joseph (I) Garner,Craigslist Joe (2012)
Tomer Almagor,9 Full Moons (2013)
David (VII) Muñoz,Brutal Relax (2010),Fist of Jesus (2012),Zombieworld (2015),Zombieworld (2015)
Moussa (I) Touré,La pirogue (2012)
Ryan (XII) Thompson,Zombie Apocalypse: Redemption (2011)
Joël Rabijns,The Miracle of Life (2013)
Larry (I) Clark,42 One Dream Rush (2009),Bully (2001),Destricted (2006),Ken Park (2002),Marfa Girl (2012),The Smell of Us (2014),Wassup Rockers (2005)
Diego Quemada-Díez,La jaula de oro (2013)
Clay Jeter,Jess + Moss (2011)
Stephen Hillenburg,The SpongeBob SquarePants Movie (2004)
Martín Mauregui,El amor - primera parte (2005)
Yasuichirô Yamamoto,Meitantei Conan: Ginyoku no kijutsushi (2004),Meitantei Conan: Konpeki no hitsugi (2007),Meitantei Conan: Senritsu no furu sukoa (2008),Meitantei Conan: Shikkoku no chaser (2009),Meitantei Conan: Suiheisenjyou no sutorateeji (2005),Meitantei Conan: Tanteitachi no requiem (2006),Meitantei Conan: Tenkuu no rosuto shippu (2010)
Han (I) Han,Hou hui wu qi (2014)
Jag Mundhra,Apartment: Rent at Your Own Risk (2010),Monsoon (2001),Natasha (2007),Naughty @ 40 (2011),Private Moments (2005),Provoked: A True Story (2006),Shoot on Sight (2007)
Martin Jern,Du & jag (2006),Fjorton suger (2004),Odjuret (2011)
David (XXXIV) Anderson,The Crossmaker (2010)
Clay (II) Jacobsen,Dennis Miller (2004)
Yoshikatsu Kimura,K.G. (2011)
Samantha (I) Lang,L'idole (2002)
Pamela Fryman,My Big Fat Greek Life (2003)
André Banza,Último a Sair (2011)
Julia Solomonoff,El último verano de la Boyita (2009),Hermanas (2005)
Solveig Nordlund,Aparelho Voador a Baixa Altitude (2002)
Tudor Cristian Jurgiu,Câinele Japonez (2013)
Il-soon Kwon,Nebeonjjae cheung (2006)
Erica von Moeller,Die Österreichische Methode (2006)
Diego Arsuaga,El último tren (2002)
Stratos Markidis,I Love Karditsa (2010),Larisa empisteftiko (2012)
Miles Luna,The Best Red vs. Blue. Ever. Of All Time (2012),Red vs Blue: Season 12 (2014)
Peter Anthony (I) Fields,A Silent Truth (2012)
Marc Bielli,The Immortals (2011)
Árpád Sopsits,Torzók (2001)
Roger (I) Roth,Focus (2001/II),Paranormal Whacktivity (2013)
Mark (III) Cross,The Trip (2003)
Chris (IV) Barker,Meerkat Manor: The Story Begins (2008)
Pavel Parkhomenko,Gagarin. Pervyy v kosmose (2013)
Hayato Date,Road to Ninja: Naruto the Movie (2012)
Durul Taylan,Küçük kiyamet (2006),Okul (2004),Vavien (2009),Alacakaranlik (2003),Besik kertmesi (2002),Yabanci damat (2004)
Kireet Khurana,Toonpur Ka Superrhero (2010)
Gabriel Julien-Laferrière,Neuilly sa mère! (2009),SMS (2014)
Paddy Breathnach,Blow Dry (2001),Freakdog (2008),Man About Dog (2004),Shrooms (2007)
Shunsaku Kawake,Hoshi ni natta shônen (2005)
Virág Zomborácz,Utóélet (2014)
Jeferson De,Bróder (2010)
Ralph A. Villani,USS Seaviper (2012)
Hiroyuki Nasu,Debiruman (2004)
Katinka Heyns,Die Wonderwerker (2012)
Justin (I) Dix,Crawlspace (2012)
David Foenkinos,La délicatesse (2011)
Jacek Glomb,Operace Dunaj (2009)
Alain Fresnot,Desmundo (2002),Família Vende Tudo (2011)
Tony Trov,Alpha Girls (2013)
Ryan Genualdi,State of Mind (2007)
Atsushi Nishigori,Ano natsu de matteru (2012)
Bill Berner,Crank Yankers (2002)
Agustí Villaronga,Aro Tolbukhin - En la mente del asesino (2002),Pa negre (2010)
Ennio De Dominicis,L'italiano (2002)
Masahiro Andô,Sutorenjia: Mukô hadan (2007),Hanasaku iroha (2011),RahXephon (2002),Turû tiâzu (2008)
Laurent Salgues,Rêves de poussière (2006)
Nebojsa Andric,Technotise - Edit i ja (2009)
N. (I) Krishna,Jillunu Oru Kaadhal (2006)
Rubén (II) Montero,Los inocentes (2013)
Denis Delic,Ja wam pokaze! (2006)
Biyi Bandele,Half of a Yellow Sun (2013)
Nick Hamm,Godsend (2004),Killing Bono (2011),The Hole (2001)
G. Nageswara Reddy,Dhenikaina Ready (2012),Seema Tapakai (2011)
Dana Heinz Perry,And You Don't Stop: 30 Years of Hip-Hop (2004)
Jan Hintjens,Odmazda (2001)
Caroline (I) Bottaro,Joueuse (2009)
Hiroyoshi Kishikawa,Tatakau shisho (2009)
Paul (XVIII) Wright,For Those in Peril (2013)
Pen-Ek Ratanaruang,Headshot (2011/II),Invisible Waves (2006),Monrak Transistor (2001),Nang mai (2009),Ploy (2007),Ruang rak noi nid mahasan (2003)
Adrian Popovici,Dracula the Impaler (2002),Eva (2010/II)
Sima Urale,Apron Strings (2008)
Aleksandr Rogozhkin,Kukushka (2002),Osobennosti natsionalnoy okhoty v zimniy period (2001),Peregon (2006)
John Lyde,Christmas for a Dollar (2013),Minor Details (2009),One Man's Treasure (2009),One Shot (2014/I),Osombie (2012),SAGA - Curse of the Shadow (2013),Survivor (2014/I),The Eleventh Hour (2008),You're So Cupid! (2010)
Jaroslaw Szoda,Handlarz cudów (2009)
David (III) Kerr,Inside No. 9 (2014),No Offence (2015)
Cheran ,Autograph (2004),JK Enum Nanbanin Vaazhkai (2015),Thavamai Thavamiruntu (2005)
Ashley Thorpe,LovecraCked! The Movie (2006)
Nick (I) Weiss,Drunk Wedding (2015)
Olegario Barrera,El Manzano Azul (2012)
Jahnu Barua,Maine Gandhi Ko Nahin Mara (2005)
Darryl Fong,Kung Phooey! (2003)
Tyler Graham (I) Pavey,The Phoenix Project (2015)
Gabriel Friedman,All the Love You Cannes! (2002)
José Joffily,2 Perdidos numa Noite Suja (2002),Achados e Perdidos (2007),Olhos azuis (2009)
Guillaume (I) Vincent,Terre des ours (2014)
Ken'ichi Kuhara,Sword Art Online (2012)
Steven Kampmann,BuzzKill (2012)
Alberto Durant,Doble juego (2004)
Rania Ajami,Asylum Seekers (2009)
Robert J. Emery,Swimming Upstream (2002)
Robert (IV) Conway,Exit to Hell (2013),Redemption: A Mile from Hell (2009)
Gaspar Noé,42 One Dream Rush (2009),7 días en La Habana (2012),8 (2008),Destricted (2006),Enter the Void (2009),Irréversible (2002),Love (2015/II)
Kenneth (I) Scicluna,Visions of Europe (2004)
James Fargo,Born to Ride (2011)
Dimitar Kotzev,Lora ot sutrin do vecher (2011)
Soo-il Jeon,Geomen tangyi sonyeo oi (2007),Himalayaeui sonyowa (2008)
Osamu Yamasaki,Itazura na Kiss (2008)
Ludmil Lazarov,Nomer 1000 (2012)
Chaitanya Dantuluri,Baanam (2009)
Seung-wook Moon,Nabi (2001),Romangseu (2006)
William Robert Carey,Angels in Stardust (2014)
Michelle Steffes,Driftwood (2007)
